cc,id,name,maxdate,mindate,latitude,elevation,longitude,datacoverage,elevationUnit
BD,GHCND:BGM00041950,"BARISAL, BG",2021-03-01,1961-01-15,22.75,4.0,90.367,0.2672,METERS
BD,GHCND:BGM00041978,"SHAH AMANAT INTERNATIONAL, BG",2021-07-19,1982-01-12,22.25,3.7,91.813,0.8344,METERS
BD,GHCND:BGM00041992,"COXS BAZAR, BG",2021-03-01,1982-01-17,21.452,3.7,91.964,0.5891,METERS
BZ,GHCND:BHM00078583,"PHILIP S W GOLDSON INTERNATIONAL, BH",2021-07-19,1960-11-07,17.539,4.6,-88.308,0.6635,METERS
BA,GHCND:BKM00014652,"BJELASNICA, BK",2021-07-19,1897-10-01,44.0667,2067.0,18.2667,0.5779,METERS
BA,GHCND:BKM00014654,"SARAJEVO, BK",2021-07-19,1901-01-01,43.8678,630.0,18.4228,1.0,METERS
OM,GHCND:MUM00041268,"SUR, MU",2021-07-19,1983-01-01,22.533,14.0,59.483,0.9707,METERS
OM,GHCND:MUM00041256,"SEEB INTERNATIONAL, MU",2021-07-19,1983-01-01,23.593,14.6,58.284,0.8927,METERS
OM,GHCND:MU000041288,"MASIRAH, MU",2020-08-23,1943-05-11,20.667,19.0,58.9,0.495,METERS
OM,GHCND:MUM00041262,"FAHUD AUT, MU",2020-08-23,1987-09-15,22.35,170.0,56.483,0.6924,METERS
OM,GHCND:MUM00041304,"MARMUL, MU",2020-08-23,1987-09-15,18.133,273.0,55.183,0.6548,METERS
OM,GHCND:MUM00041316,"SALALAH, MU",2021-07-19,1943-04-13,17.039,22.3,54.091,0.7014,METERS
OM,GHCND:MUM00041246,"SOHAR MAJIS, MU",2021-07-19,1983-01-01,24.467,4.0,56.633,0.9582,METERS
MZ,GHCND:MZ000067261,"TETE, MZ",2021-07-19,1952-09-01,-16.183,150.0,33.583,0.661,METERS
MZ,GHCND:MZ000067215,"PEMBA, MZ",2021-07-19,1973-01-20,-12.983,50.0,40.533,0.6529,METERS
MZ,GHCND:MZ000067217,"LICHINGA, MZ",2021-07-19,1951-04-01,-13.3,1365.0,35.233,0.7497,METERS
MZ,GHCND:MZ000067237,"NAMPULA, MZ",2021-07-19,1956-12-01,-15.1,441.0,39.283,0.7896,METERS
MZ,GHCND:MZ000067295,"CHIMOIO, MZ",2021-07-19,1951-01-01,-19.117,732.0,33.467,0.7403,METERS
MZ,GHCND:MZ000067297,"BEIRA, MZ",2021-07-19,1951-01-01,-19.8,16.0,34.9,0.7168,METERS
MZ,GHCND:MZ000067323,"INHAMBANE, MZ",2021-07-19,1951-01-01,-23.867,15.0,35.383,0.8014,METERS
MZ,GHCND:MZM00067223,"MONTEPUEZ, MZ",2020-12-30,1974-04-05,-13.133,535.0,39.033,0.1768,METERS
MZ,GHCND:MZM00067241,"LUMBO, MZ",2021-07-18,1973-08-07,-15.033,10.1,40.672,0.2153,METERS
MZ,GHCND:MZM00067341,"MAPUTO, MZ",2021-07-19,1973-01-02,-25.921,44.2,32.573,0.8534,METERS
MZ,GHCND:MZM00067315,"VILANKULO, MZ",2021-07-19,1973-02-27,-22.018,14.0,35.313,0.4293,METERS
MZ,GHCND:MZ000067283,QUELIMANE,2021-07-19,1951-01-01,-17.883,16.0,36.883,0.7997,METERS
MZ,GHCND:MZ000067335,"XAI XAI, MZ",2021-07-19,1951-01-01,-25.05,5.0,33.633,0.7278,METERS
MZ,GHCND:MZM00067273,"ANGOCHE, MZ",2021-07-19,1973-07-28,-16.217,62.0,39.9,0.1927,METERS
NL,GHCND:NLE00109226,"NIJKERK, NL",2021-05-10,1950-12-31,52.2331,0.0,5.4667,0.9996,METERS
KY,GHCND:CJW00011813,"ROBERTS, CJ",2021-07-19,1966-02-01,19.3,3.0,-81.36667,0.7774,METERS
CC,GHCND:CK000096996,COCOS ISLAND AERO,2021-07-19,1949-08-19,-12.183,4.0,96.833,0.9142,METERS
CM,GHCND:CM000004910,"DOUALA, CM",2021-07-19,1948-01-01,4.02,13.0,9.72,0.5449,METERS
CM,GHCND:CMM00064860,"GAROUA, CM",2021-07-19,1973-01-11,9.336,242.0,13.37,0.7349,METERS
CM,GHCND:CMM00064851,"SALAK, CM",2021-07-19,1973-01-11,10.451,424.0,14.257,0.4032,METERS
CM,GHCND:CM000064870,"NGAOUNDERE, CM",2021-07-19,1973-01-11,7.35,1104.0,13.567,0.5597,METERS
CO,GHCND:COM00080002,"EL EMBRUJO, CO",2021-07-19,1979-04-23,13.357,3.0,-81.358,0.2814,METERS
CO,GHCND:CO000080222,"BOGOTA ELDORADO, CO",2021-07-19,1941-03-02,4.701,2548.0,-74.15,0.7859,METERS
CO,GHCND:CO000080342,"PASTO ANTONIO NARIN, CO",2021-07-13,1957-01-01,1.417,1826.0,-77.267,0.7863,METERS
CO,GHCND:COM00080028,"ERNESTO CORTISSOZ, CO",2021-07-19,1941-05-02,10.89,29.9,-74.781,0.7779,METERS
CO,GHCND:COM00080035,"ALMIRANTE PADILLA, CO",2021-06-30,1973-01-03,11.526,13.1,-72.926,0.3917,METERS
CO,GHCND:COM00080036,"ALFONSO LOPEZ PUMAREJO, CO",2021-06-16,1969-08-20,10.435,147.2,-73.25,0.3889,METERS
CO,GHCND:COM00080063,"LOS GARZONES, CO",2021-07-14,1964-09-17,8.824,11.0,-75.826,0.3363,METERS
CO,GHCND:COM00080084,"ANTONIO ROLDAN BETANCOURT, CO",2021-07-15,1984-12-29,7.812,14.0,-76.716,0.3619,METERS
CO,GHCND:COM00080094,"PALONEGRO, CO",2021-07-19,1975-04-05,7.127,1187.8,-73.185,0.8515,METERS
CO,GHCND:COM00080097,"CAMILO DAZA, CO",2021-07-19,1964-09-16,7.928,334.1,-72.512,0.6742,METERS
CO,GHCND:COM00080099,"SANTIAGO PEREZ, CO",2021-07-16,1964-09-17,7.069,128.0,-70.737,0.4311,METERS
CO,GHCND:COM00080110,"OLAYA HERRERA, CO",2021-07-09,1958-01-02,6.22,1505.7,-75.591,0.6423,METERS
CO,GHCND:COM00080144,"EL CARANO, CO",2021-07-17,1963-01-21,5.691,62.2,-76.641,0.4002,METERS
CO,GHCND:COM00080211,"EL EDEN, CO",2021-07-18,1964-09-17,4.453,1216.2,-75.766,0.4248,METERS
CO,GHCND:COM00080398,"ALFREDO VASQUEZ COBO, CO",2021-07-19,1967-08-23,-4.193,84.4,-69.943,0.8968,METERS
CO,GHCND:COM00080315,"BENITO SALAS, CO",2021-07-19,1964-09-17,2.95,446.2,-75.294,0.5942,METERS
CO,GHCND:VE000005484,"PUERTO CARRENO A.GU, CO",2021-07-16,1968-03-14,6.167,55.0,-67.5,0.5748,METERS
CO,GHCND:CO000080259,"CALI ALFONSO BONILL, CO",2021-07-19,1961-01-01,3.55,969.0,-76.383,0.939,METERS
MP,GHCND:CQC00914855,"SAIPAN INTERNATIONAL AIRPORT, US",2021-07-19,1988-11-01,15.11667,65.5,145.71667,0.9938,METERS
MP,GHCND:JA000047991,MINAMI TORI SHIMA MA,2021-07-19,1970-01-01,24.3,6.1,153.967,0.9237,METERS
CR,GHCND:CS000078774,"LIBERIA, CS",2021-07-19,1978-01-11,10.6,80.0,-85.533,0.8279,METERS
CR,GHCND:CS000081003,PUERTO LIMON,2021-07-19,1949-02-01,9.967,3.0,-83.017,0.6322,METERS
CR,GHCND:CSM00078762,"JUAN SANTAMARIA INTERNATIONAL, CS",2021-07-19,1955-07-04,9.994,920.8,-84.209,0.7536,METERS
CF,GHCND:CT000004600,"BERBERATI, CT",2021-07-19,1950-01-01,4.22,583.0,15.78,0.6719,METERS
CF,GHCND:CTM00064601,"BOUAR, CT",2021-07-19,1973-01-03,5.967,1020.0,15.633,0.4793,METERS
CF,GHCND:CTM00064650,"BANGUI M POKO, CT",2021-07-19,1973-02-06,4.398,368.2,18.519,0.7655,METERS
CU,GHCND:CUW00011706,"GUANTANAMO BAY NAS, CU",2021-07-20,1945-04-01,19.9,39.9,-75.15,0.9421,METERS
CV,GHCND:CVM00008583,MINDELO,2021-07-19,1973-01-01,16.883,63.0,-25.0,0.2477,METERS
CV,GHCND:CVM00008589,"PRAIA, CV",2021-07-19,1973-01-01,14.917,70.0,-23.6,0.3093,METERS
CV,GHCND:CVM00008594,"AMILCAR CABRAL INTERNATIONAL, CV",2021-07-19,1973-01-01,16.741,53.9,-22.949,0.9804,METERS
CK,GHCND:CWM00091843,"RAROTONGA INTERNATIONAL, CW",2021-07-19,1973-01-01,-21.203,5.8,-159.806,0.974,METERS
CY,GHCND:CY000176090,"LARNACA, CY",2021-07-19,1916-09-30,34.8831,1.0,33.6331,0.9896,METERS
DK,GHCND:DA000021100,"VESTERVIG, DA",2020-12-31,1873-12-31,56.7667,18.0,8.3167,1.0,METERS
DK,GHCND:DA000021430,"GRONBAEK ALLINGSKOVGARD, DA",2020-12-31,1874-08-31,56.2831,25.0,9.6167,0.9762,METERS
DK,GHCND:DA000030370,"KOEBENHAVN BOTANISK HAVE, DA",2020-12-31,1960-12-31,55.6831,6.0,12.5831,0.9972,METERS
DK,GHCND:DA000030380,"KOEBENHAVN LANDBOHOJSKOLEN 1, DA",2020-12-31,1873-12-31,55.6831,9.0,12.5331,0.9996,METERS
DK,GHCND:DA000032020,HAMMER ODDE FYR 1,2021-07-19,1960-12-31,55.3,11.0,14.7831,0.9996,METERS
DK,GHCND:DAM00006030,"FLYVESTATION AALBORG, DA",2021-07-19,1940-04-01,57.093,3.0,9.849,0.636,METERS
DK,GHCND:DAM00006190,"BORNHOLM RONNE, DA",2021-07-19,1976-03-02,55.063,15.8,14.76,0.991,METERS
DK,GHCND:DA000025140,"NORDBY FANO, DA",2020-12-31,1873-12-31,55.45,4.0,8.4,0.9983,METERS
DE,GHCND:GME00129166,"TANN RHON, GM",2021-05-31,1931-01-01,50.6394,395.0,10.0231,0.9549,METERS
FO,GHCND:DAM00006011,"TORSHAVN, FO",2021-05-31,1973-01-01,62.02,54.0,-6.77,0.9964,METERS
DO,GHCND:DRM00078482,"MARIA MONTEZ INTERNATIONAL, DR",2021-07-19,1973-01-04,18.251,3.0,-71.12,0.7126,METERS
DO,GHCND:DRM00078486,SANTO DOMINGO,2021-07-19,1943-11-02,18.433,14.0,-69.883,0.6125,METERS
EC,GHCND:EC000000006,"PICHILINGUE, EC",2021-02-04,1964-01-01,-1.1,73.0,-79.467,0.59,METERS
EC,GHCND:ECM00084008,"SAN CRISTOBAL, EC",2021-07-19,1985-04-18,-0.917,18.9,-89.617,0.2713,METERS
EC,GHCND:ECM00084226,"CANAR, EC",2021-07-15,1973-01-01,-2.55,3083.0,-78.933,0.1556,METERS
EG,GHCND:EG000062306,"MERSA MATRUH, EG",2021-07-19,1920-01-01,31.3331,25.0,27.2167,0.6857,METERS
EG,GHCND:EG000062414,"ASSWAN, EG",2021-07-19,1957-01-12,23.9667,200.0,32.7831,0.7849,METERS
EG,GHCND:EG000062432,"DAKHLA, EG",2020-11-05,1957-01-07,25.4831,107.0,29.0,0.5477,METERS
EG,GHCND:EG000062463,"HURGUADA, EG",2021-07-19,1990-02-15,27.15,16.0,33.7167,0.9919,METERS
EG,GHCND:EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",2021-07-19,1957-01-01,31.184,-1.8,29.949,0.8674,METERS
EG,GHCND:EGM00062435,"KHARGA, EG",2021-07-19,1957-01-07,25.45,73.0,30.533,0.6655,METERS
EG,GHCND:EGM00062387,"MINYA, EG",2021-07-19,1957-01-08,28.083,40.0,30.733,0.6933,METERS
IE,GHCND:EI000003953,"VALENTIA OBSERVATORY, EI",2021-07-19,1929-10-01,51.9394,9.0,-10.2219,0.9387,METERS
IE,GHCND:EI000003969,"DUBLIN PHOENIX PARK, EI",2021-07-19,1867-01-01,53.3639,49.0,-6.3192,0.9871,METERS
IE,GHCND:EI000003980,"MALIN HEAD, EI",2021-07-19,1885-01-01,55.3717,21.0,-7.34,0.9742,METERS
IE,GHCND:EIM00003973,"CONNAUGHT, EI",2021-07-19,1929-10-01,53.91,202.7,-8.818,0.3688,METERS
IE,GHCND:EIM00003955,"CORK, EI",2021-07-19,1973-01-01,51.841,153.0,-8.491,0.9928,METERS
IE,GHCND:EIM00003962,"SHANNON, EI",2021-07-19,1973-01-01,52.702,14.0,-8.925,0.9928,METERS
IE,GHCND:EIE00107762,"WATERFORD TYCOR, EI",2021-02-28,1941-01-01,52.2531,49.0,-7.1308,0.8814,METERS
LV,GHCND:LG000026326,"SKULTE, LG",2021-07-12,1959-01-01,57.317,10.0,24.417,0.5328,METERS
SV,GHCND:ES000078650,"ACAJUTLA, ES",2021-07-19,1962-04-10,13.567,15.0,-89.833,0.6554,METERS
SV,GHCND:ES003800510,"SAN SALVADOR ILOPAN, ES",2021-07-19,1956-01-03,13.7,621.0,-89.117,0.7579,METERS
ET,GHCND:ET000063331,"GONDAR, ET",2021-07-19,1952-06-01,12.55,1967.0,37.417,0.5947,METERS
ET,GHCND:ET000063402,"JIMMA, ET",2021-07-19,1952-06-01,7.667,1725.0,36.833,0.6328,METERS
ET,GHCND:ET000063403,"GORE, ET",2021-07-19,1952-06-01,8.15,2002.0,35.533,0.6101,METERS
ET,GHCND:ET000063471,"DIREDAWA, ET",2021-07-19,1952-04-01,9.6,1260.0,41.85,0.6946,METERS
ET,GHCND:ET000063333,"COMBOLCHA, ET",2021-07-19,1952-06-11,11.117,1903.0,39.733,0.7338,METERS
ET,GHCND:ET000063450,"ADDIS ABABA BOLE, ET",2021-07-19,1957-02-13,9.033,2354.0,38.75,0.6644,METERS
MG,GHCND:EUM00061972,ILE EUROPA,2021-07-17,1973-01-01,-22.333,6.0,40.333,0.8246,METERS
MG,GHCND:MA000067083,"ANTANANARIVO IVATO, MA",2021-07-19,1973-01-02,-18.8,1276.0,47.483,0.8989,METERS
MG,GHCND:MA000067095,"TOAMASINA, MA",2021-07-19,1973-01-22,-18.117,6.0,49.4,0.8672,METERS
MG,GHCND:MA000067161,"TOLIARA, MA",2021-07-19,1973-01-03,-23.383,8.0,43.733,0.5908,METERS
MG,GHCND:MA000067197,"TAOLAGNARO, MA",2021-07-19,1973-01-02,-25.033,9.0,46.95,0.8585,METERS
MG,GHCND:MAM00067012,"FASCENE, MA",2021-07-19,1973-01-23,-13.312,11.0,48.315,0.7129,METERS
MG,GHCND:MAM00067025,"ANTSIRABATO, MA",2021-07-19,1973-01-03,-14.999,6.1,50.32,0.5363,METERS
MG,GHCND:MAM00067027,"PHILIBERT TSIRANANA, MA",2021-07-19,1973-01-02,-15.667,26.5,46.352,0.8958,METERS
MG,GHCND:MAM00067067,"AMBOHITSILAOZANA, MA",2021-07-16,1989-04-04,-17.633,780.0,48.5,0.2183,METERS
MG,GHCND:MAM00067107,"ANTSIRABE, MA",2021-07-15,1974-03-14,-19.817,1532.0,47.067,0.3667,METERS
MG,GHCND:MAM00067117,"MORONDAVA, MA",2020-12-29,1973-01-02,-20.285,9.1,44.318,0.7023,METERS
MG,GHCND:MAM00067131,"MOROMBE, MA",2021-07-19,1973-08-31,-21.754,4.9,43.376,0.3328,METERS
MG,GHCND:MAM00067137,"FIANARANTSOA, MA",2021-07-19,1973-02-19,-21.442,1115.0,47.112,0.7371,METERS
MG,GHCND:MAM00067152,"RANOHIRA, MA",2020-11-15,1973-01-23,-22.55,824.0,45.4,0.4518,METERS
MG,GHCND:TEM00061976,SERGE FROLOW ILE TROMELIN,2021-07-19,1973-01-02,-15.883,13.0,54.517,0.8811,METERS
MG,GHCND:MA000067009,"ANTSIRANANA, MA",2021-07-19,1973-01-02,-12.35,105.0,49.3,0.8521,METERS
MG,GHCND:FSM00061968,ILES GLORIEUSES,2021-07-19,1973-01-02,-11.583,4.0,47.283,0.792,METERS
MG,GHCND:MAM00067072,"SAINTE MARIE, MA",2021-07-19,1973-01-23,-17.094,2.1,49.816,0.3675,METERS
CZ,GHCND:EZM00011518,"RUZYNE, EZ",2021-07-19,1940-01-01,50.101,380.1,14.26,0.7727,METERS
CZ,GHCND:EZM00011659,"PRIBYSLAV, EZ",2021-07-19,1954-07-06,49.583,536.4,15.767,0.8078,METERS
CZ,GHCND:EZM00011782,"MOSNOV, EZ",2021-07-19,1953-01-03,49.696,257.3,18.111,0.8347,METERS
GF,GHCND:FG000081405,"ROCHAMBEAU, FR",2021-07-19,1943-06-01,4.833,9.0,-52.367,0.9,METERS
GF,GHCND:FGM00081401,"ST LAURENT DU MARON, FR",2021-04-15,1973-04-14,5.5,9.0,-54.033,0.5492,METERS
GF,GHCND:FGM00081408,SAINT GEORGES,2020-11-24,1973-04-14,3.883,7.0,-51.8,0.5092,METERS
FI,GHCND:FIE00144597,"VIITASAARI KOLIMA KARNA, FI",2020-12-31,1965-01-01,63.1669,115.0,25.9392,0.9986,METERS
FI,GHCND:FIE00146698,"UTSJOKI KEVO, FI",2021-07-19,1962-01-01,69.7556,107.0,27.0119,0.9997,METERS
AX,GHCND:FIE00141805,"JOMALA MAARIANHAMINAN LENTOASE, FI",2021-05-31,1959-01-01,60.1244,5.0,19.9067,0.9229,METERS
AX,GHCND:FIE00141815,LEMLAND NYHAMN,2021-05-31,1959-01-01,59.9592,8.0,19.9575,0.8861,METERS
AX,GHCND:FIE00141855,"JOMALA JOMALABY, FI",2021-05-31,1971-06-01,60.1781,11.0,19.9894,0.9968,METERS
MM,GHCND:BMM00048008,"MYITKYINA, BM",2021-07-19,1944-07-13,25.367,147.0,97.4,0.3715,METERS
MM,GHCND:BMM00048042,"MANDALAY, BM",2021-07-19,1950-02-16,21.983,76.0,96.1,0.438,METERS
MM,GHCND:BMM00048062,"SITTWE, BM",2021-07-19,1945-03-02,20.133,8.2,92.873,0.3662,METERS
MM,GHCND:BMM00048097,"YANGON INTERNATIONAL, BM",2021-07-19,1954-05-17,16.907,33.2,96.133,0.5098,METERS
IT,GHCND:ITM00016253,"GRAZZANISE, IT",2021-07-19,1944-04-01,41.061,8.8,14.082,0.6135,METERS
IT,GHCND:ITM00016098,"ISTRANA, IT",2021-07-19,1966-09-24,45.685,41.8,12.083,0.9124,METERS
IT,GHCND:IT000016134,"MONTE CIMONE, IT",2021-07-19,1951-01-01,44.2,2165.0,10.7,0.8671,METERS
IT,GHCND:ITM00016546,"DECIMOMANNU, IT",2021-07-19,1966-09-23,39.354,30.5,8.972,0.8995,METERS
IT,GHCND:ITM00016033,"DOBBIACO, IT",2021-07-19,1973-01-01,46.733,1226.0,12.217,0.964,METERS
IT,GHCND:ITM00016052,"PIAN ROSA MTN TOP, IT",2021-07-19,1965-04-28,45.933,3488.0,7.7,0.7039,METERS
IT,GHCND:ITM00016149,"RIMINI, IT",2021-07-19,1945-04-08,44.02,12.5,12.612,0.647,METERS
IT,GHCND:ITM00016153,CAPE MELE,2021-07-19,1965-05-01,43.95,221.0,8.167,0.9555,METERS
IT,GHCND:ITM00016206,"GROSSETO, IT",2021-07-19,1944-12-11,42.76,4.6,11.072,0.7209,METERS
IT,GHCND:ITM00016310,CAPE PALINURO,2021-07-19,1964-08-11,40.017,185.0,15.283,0.9559,METERS
IT,GHCND:IT000016320,"BRINDISI, IT",2021-07-19,1943-11-30,40.6331,10.0,17.9331,0.8755,METERS
IT,GHCND:ITM00016400,"USTICA ISLAND, IT",2021-07-19,1957-07-01,38.7,251.0,13.183,0.8364,METERS
IT,GHCND:ITM00016420,"MESSINA, IT",2021-07-19,1957-07-01,38.2,51.0,15.55,0.8795,METERS
IT,GHCND:ITM00016429,"TRAPANI BIRGI, IT",2021-07-19,1965-04-29,37.911,7.3,12.488,0.9545,METERS
IT,GHCND:ITW00033126,"SIGONELLA, IT",2021-07-19,1943-08-11,37.4,25.0,14.91667,0.6986,METERS
IT,GHCND:ITM00016522,CAPE CACCIA,2021-07-19,1975-09-01,40.567,205.0,8.167,0.7515,METERS
IT,GHCND:ITM00016344,"MONTE SCURO, IT",2021-07-19,1974-10-15,39.333,1677.0,16.4,0.6469,METERS
TH,GHCND:TH000048517,"CHUMPHON, TH",2021-07-19,1951-01-01,10.483,5.0,99.183,0.9358,METERS
TH,GHCND:LAM00048940,"WATTAY INTERNATIONAL, LA",2021-07-19,1950-06-22,17.988,171.9,102.563,0.9142,METERS
TH,GHCND:TH000048300,"MAE HONG SON, BM",2021-07-19,1951-01-01,19.3,269.0,97.833,0.8523,METERS
TH,GHCND:TH000048303,"CHIANG RAI, TH",2021-07-19,1951-01-01,19.883,416.0,99.833,0.9752,METERS
TH,GHCND:TH000048325,"MAE SARIANG, TH",2021-07-19,1951-01-01,18.167,213.0,97.933,0.9302,METERS
TH,GHCND:TH000048330,"PHRAE, TH",2021-07-19,1952-02-09,18.167,162.0,100.167,0.9276,METERS
TH,GHCND:TH000048353,"LOEI, TH",2021-07-19,1954-01-12,17.45,254.0,101.733,0.9455,METERS
TH,GHCND:LAM00048946,"THAKHEK, TH",2021-07-19,1981-01-02,17.383,52.0,104.65,0.3909,METERS
TH,GHCND:TH000048376,"TAK, TH",2021-07-19,1954-02-07,16.883,124.0,99.15,0.9536,METERS
TH,GHCND:TH000048379,"PHETCHABUN, TH",2021-07-19,1951-01-01,16.433,116.0,101.15,0.9465,METERS
TH,GHCND:TH000048400,"NAKHON SAWAN, TH",2021-07-19,1951-01-01,15.8,35.0,100.167,0.9674,METERS
TH,GHCND:TH000048405,"ROI ET, TH",2021-07-19,1951-01-01,16.05,142.0,103.683,0.9086,METERS
TH,GHCND:TH000048407,"UBON RATCHATHANI, TH",2021-07-19,1951-01-01,15.25,127.0,104.867,0.9697,METERS
TH,GHCND:TH000048456,"DON MUANG, TH",2021-07-19,1943-01-01,13.917,12.0,100.6,0.9669,METERS
TH,GHCND:TH000048432,"SURIN, TH",2021-07-19,1951-01-01,14.883,147.0,103.5,0.9625,METERS
TH,GHCND:TH000048475,"HUA HIN, TH",2021-07-19,1951-01-01,12.583,6.0,99.95,0.9198,METERS
