cc,id,name,maxdate,mindate,latitude,elevation,longitude,datacoverage,elevationUnit
JO,GHCND:JOM00040310,"MA AN, JO",2021-07-19,1963-01-20,30.167,1069.0,35.783,0.7687,METERS
KE,GHCND:KE000063612,"LODWAR, KE",2021-07-19,1957-01-01,3.117,515.0,35.617,0.7062,METERS
KE,GHCND:KE000063619,"MOYALE, KE",2020-11-16,1935-01-01,3.533,1097.0,39.033,0.7629,METERS
KE,GHCND:KE000063624,"MANDERA, KE",2020-11-14,1957-01-01,3.933,231.0,41.867,0.6559,METERS
KE,GHCND:KE000063661,"KITALE, KE",2021-07-19,1957-01-01,1.016,1875.0,35.0,0.7678,METERS
KE,GHCND:KE000063723,"GARISSA, KE",2021-07-19,1957-01-01,-0.467,147.0,39.633,0.7095,METERS
KE,GHCND:KE000063820,"MOMBASA, KE",2021-07-19,1957-01-01,-4.033,55.0,39.617,0.796,METERS
KE,GHCND:KE000063740,"JOMO KENYATTA INTERNATIONAL, KE",2021-07-19,1957-01-01,-1.317,1624.0,36.917,0.831,METERS
KE,GHCND:KEM00063799,"MALINDI, KE",2021-07-19,1963-03-18,-3.229,25.0,40.102,0.6466,METERS
KG,GHCND:KG000036911,"TOKMAK, KG",2021-07-19,1936-01-01,42.833,817.0,75.283,0.6556,METERS
KG,GHCND:KG000036974,"NARYN, KG",2021-07-19,1913-01-01,41.4331,2041.0,76.0,0.9406,METERS
KG,GHCND:KG000036982,"TIAN SHAN, KG",2021-07-19,1930-01-01,41.883,3639.0,78.233,0.7064,METERS
KG,GHCND:KG000038345,"TALAS, KG",2021-07-19,1936-01-01,42.517,1218.0,72.217,0.5748,METERS
KG,GHCND:KG000038353,"BISHKEK, KG",2021-07-19,1936-01-01,42.83,756.0,74.58,0.946,METERS
KG,GHCND:KG000038613,"DZHALAL ABAD, KG",2021-07-19,1957-07-19,40.917,765.0,72.95,0.8981,METERS
KG,GHCND:KG000038616,"KARA SUU, KG",2021-07-19,1959-07-01,40.6,866.0,72.9,0.5415,METERS
KG,GHCND:KZ000036897,"ASSY, KZ",2021-07-19,1955-01-01,43.317,2216.0,78.25,0.5384,METERS
KZ,GHCND:KG000036953,"NARYNKOL, KZ",2021-07-19,1947-11-01,42.733,1807.0,80.167,0.4159,METERS
KZ,GHCND:KZ000028687,"BULAYEVO, KZ",2020-12-31,1955-01-01,54.9,134.0,70.45,0.5202,METERS
KZ,GHCND:KZ000028766,"BLACOVESCHENKA, KZ",2021-07-19,1936-10-01,54.367,153.0,66.967,0.6973,METERS
KZ,GHCND:KZ000028843,"KOMSOMOLEC, KZ",2021-07-19,1960-01-29,53.75,187.0,62.067,0.3966,METERS
KZ,GHCND:KZ000028879,"KOKSHETAY, KZ",2021-07-19,1895-02-01,53.283,229.0,69.383,0.6972,METERS
KZ,GHCND:KZ000028948,"GEORGIYEVKA, KZ",2021-07-19,1956-07-01,52.717,260.0,61.167,0.522,METERS
KZ,GHCND:KZ000028952,"KUSTANAI, KZ",2021-07-19,1902-08-01,53.2167,170.0,63.6167,0.9667,METERS
KZ,GHCND:KZ000028966,"RUZAEVKA, KZ",2021-07-19,1936-01-01,52.817,227.0,66.967,0.63,METERS
KZ,GHCND:KZ000029802,"MIKHAILOVKA, KZ",2021-07-19,1907-10-06,53.817,114.0,76.533,0.7189,METERS
KZ,GHCND:KZ000034398,"ZHALPAKTAL, KZ",2021-07-19,1936-02-01,49.667,10.0,49.483,0.6535,METERS
KZ,GHCND:KZ000034691,"NOVYJ USHTOGAN, KZ",2021-07-19,1959-01-01,47.9,-10.0,48.8,0.8498,METERS
KZ,GHCND:KZ000035067,"ESIL, KZ",2021-06-16,1953-02-17,51.883,221.0,66.333,0.8049,METERS
KZ,GHCND:KZ000035085,"AKKOL, KZ",2021-07-19,1936-01-01,52.0,384.0,70.95,0.7013,METERS
KZ,GHCND:KZ000035108,"URALSK, KZ",2021-07-19,1900-01-01,51.25,36.0,51.4,0.9363,METERS
KZ,GHCND:KZ000035118,"CINGIRLAU, KZ",2021-07-19,1936-01-01,51.083,105.0,54.1,0.6275,METERS
KZ,GHCND:KZ000035188,"ASTANA, KZ",2021-07-19,1881-01-01,51.1331,350.0,71.3667,0.9417,METERS
KZ,GHCND:KZ000035217,"DZHAMBEJTY, KZ",2021-07-19,1936-01-01,50.25,32.0,52.567,0.7196,METERS
KZ,GHCND:KZ000035234,"KOS ISTEK, KZ",2021-07-19,1959-10-21,50.733,340.0,57.9,0.3969,METERS
KZ,GHCND:KZ000035358,"TURGAJ, KZ",2021-07-19,1900-05-01,49.63,124.0,63.5,0.8507,METERS
KZ,GHCND:KZ000035363,"ARKALYK, KZ",2021-07-19,1958-11-01,50.217,343.0,66.833,0.5334,METERS
KZ,GHCND:KZ000035394,"KARAGANDA, KZ",2021-07-19,1932-10-01,49.8,553.0,73.15,0.9633,METERS
KZ,GHCND:KZ000035406,"TAIPAK, KZ",2021-07-19,1924-10-20,49.05,2.0,51.8667,0.9538,METERS
KZ,GHCND:KZ000035416,"UIL, KZ",2021-07-19,1892-01-01,49.0667,128.0,54.6831,0.7999,METERS
KZ,GHCND:KZ000035426,"TEMIR, KZ",2021-07-19,1948-02-10,49.15,234.0,57.117,0.7842,METERS
KZ,GHCND:KZ000035449,"NURA, KZ",2021-07-19,1955-01-01,48.833,82.0,62.1,0.3784,METERS
KZ,GHCND:KZ000035563,"ULUTAU, KZ",2021-07-19,1955-05-01,48.65,632.0,67.0,0.5002,METERS
KZ,GHCND:KZ000035576,"KZYLZAR, KZ",2021-07-19,1937-11-01,48.2994,362.0,69.6994,0.9936,METERS
KZ,GHCND:KZ000035671,"ZHEZKAZGAN, KZ",2021-07-19,1948-03-15,47.8,346.0,67.717,0.8382,METERS
KZ,GHCND:KZ000035699,"BEKTAUATA, KZ",2021-07-19,1939-01-01,47.45,620.0,74.817,0.6582,METERS
KZ,GHCND:KZ000035849,"KAZALINSK, KZ",2021-07-19,1881-01-01,45.767,68.0,62.117,0.8132,METERS
KZ,GHCND:KZ000035925,"SAM, KZ",2021-07-19,1946-12-01,45.4,82.0,56.2,0.9836,METERS
KZ,GHCND:KZ000038051,"KARAK, KZ",2021-07-19,1959-01-01,44.883,92.0,63.167,0.5092,METERS
KZ,GHCND:KZ000035969,"ZLIKHA, KZ",2021-07-19,1953-03-13,45.25,138.0,67.067,0.8494,METERS
KZ,GHCND:KZ000029906,"USPENKA, KZ",2021-07-19,1959-07-01,52.917,112.0,77.417,0.4944,METERS
KZ,GHCND:KZ000036126,"BAJANAUL, KZ",2021-07-19,1936-01-01,50.8,504.0,75.7,0.5637,METERS
KZ,GHCND:KZ000036152,"SEMIJARKA, KZ",2021-07-19,1936-01-01,50.867,149.0,78.35,0.619,METERS
KZ,GHCND:KZ000036177,"SEMEJ, KZ",2021-07-19,1901-11-01,50.4167,196.0,80.3,0.9736,METERS
KZ,GHCND:KZ000036418,"SAMARSKOE, KZ",2021-07-19,1936-01-01,49.033,0.0,83.383,0.6188,METERS
KZ,GHCND:KZ000036498,"BARSHATAS, KZ",2021-07-19,1937-10-01,48.167,643.0,78.417,0.6527,METERS
KZ,GHCND:KZ000036639,"URDZHAR, KZ",2021-07-19,1953-03-06,47.117,491.0,81.617,0.7682,METERS
KZ,GHCND:KZ000036665,"ZAJSAN, KZ",2021-07-19,1936-01-01,47.4667,603.0,84.9167,0.855,METERS
KZ,GHCND:KZ000036729,"UCH ARAL, KZ",2021-07-19,1936-01-01,46.1667,388.0,80.9331,0.8638,METERS
KZ,GHCND:KZ000036786,"SARKAND, KZ",2021-07-19,1936-01-01,45.417,1113.0,79.933,0.5144,METERS
KZ,GHCND:KZ000036821,"BAKANAS, KZ",2021-07-19,1936-01-01,44.833,396.0,76.267,0.6566,METERS
KZ,GHCND:KZ000036839,"SARI OZEK, KZ",2021-07-19,1937-04-01,44.35,948.0,77.967,0.6055,METERS
KZ,GHCND:KZ000036859,"ZHARKENT, KZ",2021-07-19,1891-02-01,44.1667,645.0,80.0667,0.7932,METERS
KZ,GHCND:KZ000038001,FORT SHEVCHENKO,2021-07-19,1936-03-02,44.55,-25.0,50.25,0.7262,METERS
KZ,GHCND:KZ000038008,"TUSHCHIBEK, KZ",2021-07-19,1955-01-01,44.15,240.0,51.95,0.5176,METERS
KZ,GHCND:KZ000038062,"KYZYLORDA, KZ",2021-07-19,1933-01-01,44.85,130.0,65.5,0.6972,METERS
KZ,GHCND:KZ000038207,"CHAYAN, KZ",2021-07-19,1936-05-01,43.033,365.0,69.367,0.6208,METERS
KZ,GHCND:KZ000038222,"TOLE BI, KZ",2021-07-19,1955-01-01,43.7,456.0,73.783,0.6109,METERS
KZ,GHCND:KZ000038203,"UJUK, KZ",2021-07-19,1936-01-01,43.783,366.0,70.933,0.6624,METERS
KZ,GHCND:KZ000038232,"AKKUDUK, KZ",2021-07-19,1949-11-01,42.967,78.0,54.117,0.8357,METERS
KZ,GHCND:KZ000038439,"CARDARA, KZ",2021-07-19,1936-01-01,41.367,275.0,68.0,0.5145,METERS
KZ,GHCND:KZ000035746,"ARALSKOE MORE, KZ",2021-07-19,1905-10-01,46.7794,62.0,61.6694,0.9523,METERS
KZ,GHCND:KZ000035497,"ZHARYK, KZ",2021-07-19,1936-01-01,48.85,656.0,72.867,0.7039,METERS
KZ,GHCND:KZ000036773,"MATAJ, KZ",2021-07-19,1936-01-01,45.9,412.0,78.717,0.6236,METERS
KZ,GHCND:KZ000038343,"KOOLAN, KZ",2021-07-19,1955-01-01,42.95,683.0,72.75,0.5538,METERS
KZ,GHCND:KZ000028867,"URICKY, KZ",2021-07-19,1937-01-01,53.317,210.0,65.55,0.6804,METERS
KZ,GHCND:KZ000035700,"ATYRAU, KZ",2021-07-19,1881-01-01,47.1167,-22.0,51.9167,0.9527,METERS
KP,GHCND:KNM00047016,"HYESAN, KN",2021-07-19,1957-02-03,41.4,714.0,128.167,0.9472,METERS
KP,GHCND:KNM00047035,"SINUIJU, KN",2021-07-19,1957-02-03,40.1,7.0,124.383,0.9384,METERS
KP,GHCND:KNM00047055,WONSAN,2021-07-19,1957-02-03,39.183,36.0,127.433,0.9555,METERS
KP,GHCND:KNM00047058,"PYONGYANG INTERNATIONAL, KN",2021-07-19,1950-10-24,39.224,35.7,125.67,0.8697,METERS
KP,GHCND:KNM00047069,"HAEJU, KN",2021-07-19,1957-02-03,38.033,81.0,125.7,0.9543,METERS
KP,GHCND:KNM00047025,"KIMCHAEK SONGJIN, KN",2021-07-19,1957-02-03,40.667,23.0,129.2,0.9084,METERS
KR,GHCND:KSM00047108,"SEOUL CITY, KS",2021-07-19,1950-12-04,37.567,87.0,126.967,0.9627,METERS
KR,GHCND:KS000047115,"ULLEUNGDO, KS",2021-07-19,1939-01-01,37.483,220.0,130.9,0.9267,METERS
KR,GHCND:KS000047165,"MOKPO, KS",2021-07-19,1926-01-01,34.817,39.0,126.383,0.9418,METERS
KR,GHCND:KSM00047105,"GANGNEUNG, KS",2021-07-19,1973-01-01,37.771,26.1,128.868,0.998,METERS
KR,GHCND:KSM00047133,"TAEJON, KS",2021-07-19,1973-01-01,36.3,78.0,127.4,0.9984,METERS
KR,GHCND:KSM00047138,"POHANG, KS",2021-07-19,1973-01-01,36.033,1.3,129.38,0.9993,METERS
KR,GHCND:KSM00047159,"BUSAN, KS",2021-07-19,1973-01-01,35.1,70.0,129.033,0.9993,METERS
KR,GHCND:KSM00047168,YEOSU,2021-07-19,1973-01-01,34.733,67.0,127.75,0.999,METERS
KR,GHCND:KSM00047184,"JEJU, KS",2021-07-19,1951-01-31,33.517,23.0,126.533,0.738,METERS
CX,GHCND:KT000096995,"CHRISTMAS ISLAND AE, KT",2021-07-19,1972-09-01,-10.45,262.0,105.683,0.7614,METERS
IQ,GHCND:KUM00040568,"BUBYAN ISLAND, KU",2021-03-11,1979-01-01,29.767,5.9,48.367,0.2832,METERS
IQ,GHCND:IZ000040665,"KUT AL HAI, IZ",2021-07-09,1949-11-01,32.17,15.0,46.05,0.3742,METERS
IQ,GHCND:SAM00040362,"RAFHA, SA",2021-07-19,1963-03-18,29.626,449.3,43.491,0.7976,METERS
SA,GHCND:KUM00040570,"SALMY, KU",2021-07-19,1975-03-07,29.1,289.5,46.683,0.3094,METERS
SA,GHCND:SA000040361,"AL JOUF, SA",2021-07-19,1974-05-12,29.783,689.0,40.1,0.9278,METERS
SA,GHCND:SA000040430,"AL MADINAH, SA",2021-07-19,1958-03-02,24.55,636.0,39.7,0.835,METERS
SA,GHCND:SAM00040437,"KING KHALED INTERNATIONAL, SA",2021-07-19,1983-12-23,24.958,624.5,46.699,0.9992,METERS
SA,GHCND:SA000041024,"JEDDAH KING ABDUL, SA",2021-07-19,1978-01-01,21.7,17.0,39.183,0.8844,METERS
SA,GHCND:SA000403940,"HAIL, SA",2021-07-19,1973-01-01,27.433,1002.0,41.683,0.9413,METERS
SA,GHCND:SAM00040356,"TURAIF, SA",2021-07-19,1963-03-07,31.693,854.4,38.731,0.796,METERS
SA,GHCND:SAM00040360,"GURIAT, SA",2021-07-19,1985-02-26,31.412,509.6,37.279,0.9945,METERS
SA,GHCND:SAM00040373,"QAISUMAH, SA",2021-07-19,1963-03-07,28.335,357.8,46.125,0.7955,METERS
SA,GHCND:SAM00040375,"TABUK, SA",2021-07-19,1973-01-01,28.365,777.5,36.619,0.9602,METERS
SA,GHCND:SAM00040400,"WEJH, SA",2021-07-19,1973-01-01,26.199,20.1,36.476,0.9449,METERS
SA,GHCND:SAM00040435,"AL DAWADAMI, SA",2021-07-19,1985-08-03,26.983,923.0,44.117,0.4405,METERS
SA,GHCND:SAM00040439,"YENBO, SA",2021-07-19,1973-01-01,24.144,7.9,38.063,0.935,METERS
SA,GHCND:SAM00041036,"TAIF, SA",2021-07-19,1983-01-01,21.483,1477.7,40.544,0.9993,METERS
SA,GHCND:SAM00041055,"AL BAHA, SA",2021-07-19,1983-02-02,20.296,1672.1,41.634,0.9986,METERS
SA,GHCND:SAM00041084,"BISHA, SA",2021-07-19,1983-01-01,19.984,1184.8,42.621,0.9992,METERS
SA,GHCND:SAM00041114,"KING KHALED AB, SA",2021-07-19,1983-01-01,18.297,2065.9,42.804,0.9994,METERS
SA,GHCND:SAM00041128,"NEJRAN, SA",2021-07-19,1983-01-01,17.611,1213.7,44.419,0.9987,METERS
SA,GHCND:SAM00041140,"KING ABDULLAH BIN ABDULAZIZ, SA",2021-07-19,1983-01-01,16.901,6.1,42.586,0.9993,METERS
SA,GHCND:SAW00032502,"DHAHRAN, SA",2021-07-19,1946-02-14,26.28333,25.3,50.15,0.7453,METERS
SA,GHCND:SAM00040420,"AL AHSA, SA",2021-07-19,1981-03-06,25.285,179.2,49.485,0.9575,METERS
SA,GHCND:SAM00040357,"ARAR, SA",2021-07-19,1963-03-07,30.907,552.6,41.138,0.7685,METERS
SA,GHCND:SAM00041061,"WADI AL DAWASIR, SA",2021-07-19,1990-04-14,20.504,628.5,45.2,0.9891,METERS
KW,GHCND:KUM00040586,"JAHRA, KU",2021-07-19,1955-01-01,29.317,55.5,47.667,0.2974,METERS
KW,GHCND:KU000405820,"KUWAIT INTERNATIONA, KU",2021-07-19,1958-01-01,29.222,48.0,47.966,0.8465,METERS
LA,GHCND:LAM00048930,"LUANG PHABANG INTERNATIONAL, LA",2021-07-19,1951-09-18,19.897,291.1,102.161,0.5836,METERS
LA,GHCND:LAM00048938,"SAYABOURY, LA",2021-07-19,1973-01-02,19.233,326.0,101.733,0.3317,METERS
LA,GHCND:LAW00041074,"SAVANNAKHET L 39, LA",2021-07-19,1968-01-31,16.55,155.1,104.76667,0.4545,METERS
LB,GHCND:LEM00040103,TRIPOLI,2021-07-19,1963-01-18,34.45,5.0,35.8,0.5379,METERS
LB,GHCND:LEM00040100,"RAFIC HARIRI INTERNATIONAL, LE",2021-07-19,1957-06-30,33.821,26.5,35.488,0.7429,METERS
MV,GHCND:IN025010100,MINICOY OBSERVATORY,2021-06-26,1961-01-12,8.3,2.0,73.0,0.6873,METERS
MV,GHCND:MV000043555,MALE,2021-07-19,1981-01-02,4.2,2.0,73.533,0.844,METERS
IR,GHCND:IR000040706,"TABRIZ, IR",2021-07-19,1951-01-01,38.08,1361.0,46.28,0.9715,METERS
IR,GHCND:IR000040745,"MASHHAD, IR",2021-07-19,1949-05-01,36.267,999.0,59.633,0.9658,METERS
IR,GHCND:IR000040841,"KERMAN, IR",2021-07-19,1951-01-01,30.25,1754.0,56.967,0.9756,METERS
IR,GHCND:IR000040848,"SHIRAZ, IR",2021-07-19,1951-01-01,29.533,1481.0,52.533,0.9724,METERS
IR,GHCND:IR000407540,"TEHRAN MEHRABAD, IR",2021-07-19,1943-11-01,35.683,1191.0,51.317,0.626,METERS
IR,GHCND:IR000407660,"KERMANSHAH, IR",2021-07-19,1951-01-01,34.267,1322.0,47.117,0.9589,METERS
IR,GHCND:IR000408560,"ZAHEDAN, IR",2021-07-19,1951-01-01,29.476,1378.0,60.907,0.9611,METERS
IR,GHCND:IRM00040718,ANZALI,2021-07-19,1950-01-01,37.467,-26.0,49.467,0.5511,METERS
IR,GHCND:IRM00040729,"ZANJAN, IR",2021-07-19,1973-01-01,36.774,1640.4,48.359,0.6599,METERS
IR,GHCND:IRM00040731,"GHAZVIN, IR",2021-07-19,1973-01-01,36.24,1275.3,50.047,0.6231,METERS
IR,GHCND:IRM00040736,BABULSAR,2021-07-19,1949-11-27,36.717,-21.0,52.65,0.5695,METERS
IR,GHCND:TX000038750,ESENGYLY,2021-07-19,1926-05-21,37.4667,-22.0,53.6331,0.9977,METERS
IR,GHCND:IRM00040747,"SANANDAJ, IR",2021-07-19,1973-01-01,35.247,1378.3,47.009,0.6522,METERS
IR,GHCND:IRM00040757,"SEMNAN, IR",2021-07-19,1973-01-01,35.591,1117.1,53.495,0.6476,METERS
IR,GHCND:IRM00040769,"ARAK, IR",2021-07-19,1943-10-18,34.138,1661.8,49.847,0.499,METERS
IR,GHCND:IRM00040798,"SHAHRE KORD, IR",2021-07-19,1973-01-24,32.297,2049.2,50.842,0.5799,METERS
IR,GHCND:IRM00040800,"ESFAHAN SHAHID BEHESHTI INTERNATIONAL, IR",2021-07-19,1948-09-01,32.751,1545.9,51.862,0.5736,METERS
IR,GHCND:IRM00040809,"BIRJAND, IR",2021-07-19,1966-01-09,32.898,1509.4,59.266,0.6654,METERS
IR,GHCND:IRM00040811,"AHWAZ, IR",2021-07-19,1973-01-06,31.337,20.1,48.762,0.6325,METERS
IR,GHCND:IRM00040821,"YAZD SHAHID SADOOGHI, IR",2021-07-19,1957-07-01,31.905,1235.7,54.277,0.5786,METERS
IR,GHCND:IRM00040831,"ABADAN, IR",2021-07-19,1943-12-01,30.371,3.0,48.228,0.632,METERS
IR,GHCND:IRM00040845,KHARG,2021-07-19,1973-03-01,29.267,3.0,50.267,0.3248,METERS
IR,GHCND:IRM00040875,"BANDAR ABBASS INTERNATIONAL, IR",2021-07-19,1967-01-26,27.218,6.7,56.378,0.633,METERS
IR,GHCND:IRM00040879,"IRAN SHAHR, IR",2021-07-19,1973-01-01,27.236,620.9,60.72,0.6073,METERS
IR,GHCND:TX000038974,"SARAGT, TX",2021-07-19,1936-01-01,36.5331,275.0,61.2167,0.9898,METERS
IR,GHCND:IRM00040785,"KASHAN, IR",2021-07-19,1973-02-04,33.895,1056.1,51.577,0.627,METERS
IR,GHCND:IRM00040712,"UROMIYEH, IR",2021-07-19,1949-11-01,37.668,1324.1,45.069,0.5439,METERS
IR,GHCND:IRM00040723,"BOJNORD, IR",2021-07-19,1977-12-05,37.493,1079.9,57.308,0.5345,METERS
IL,GHCND:IS000009972,"ELAT, IS",2021-07-19,1949-11-30,29.55,12.0,34.95,0.9806,METERS
IL,GHCND:ISE00105694,"BET DAGAN, IS",2021-07-19,1962-06-01,32.0,30.0,34.7994,0.9963,METERS
IL,GHCND:ISM00040180,"BEN GURION, IS",2021-07-19,1943-11-01,32.011,41.1,34.887,0.8333,METERS
IL,GHCND:IS000004640,"HAR KENAAN, IS",2021-07-19,1939-01-03,32.9667,934.0,35.5,0.9853,METERS
NC,GHCND:NC000091577,"KOUMAC NLLE CALEDO, FR",2021-04-29,1943-03-31,-20.567,18.0,164.283,0.8222,METERS
NC,GHCND:NCW00082608,"NOUMEA NF, FR",2021-03-06,1945-08-31,-22.26667,15.2,166.43333,0.5628,METERS
NF,GHCND:NFM00094996,"NORFOLK ISLAND INTERNATIONAL, NF",2021-07-19,1947-12-31,-29.042,113.1,167.939,0.7294,METERS
NE,GHCND:NG000001036,"TILLABERY, NG",2021-07-19,1933-08-01,14.22,209.0,1.45,0.824,METERS
NE,GHCND:NG000001049,"N GUIGNI, NG",2021-07-19,1926-05-01,14.25,289.0,13.12,0.7993,METERS
NE,GHCND:NG000001052,"NIAMEY AERO, NG",2021-07-19,1940-01-01,13.5,216.0,2.13,0.8929,METERS
NE,GHCND:NG000001075,"BIRNI N KONNI, NG",2021-07-19,1938-12-01,13.8,272.0,5.25,0.8235,METERS
NE,GHCND:NG000001090,"ZINDER, NG",2021-07-19,1906-01-01,13.8,489.0,9.0,0.8347,METERS
NE,GHCND:NG000061017,"BILMA, NG",2021-07-19,1938-08-01,18.683,357.0,12.917,0.7958,METERS
NE,GHCND:NG000061024,"AGADEZ, NG",2021-07-19,1957-07-01,16.967,505.0,7.967,0.8346,METERS
NE,GHCND:NG000061043,"TAHOUA, NG",2021-07-19,1960-03-01,14.9,391.0,5.25,0.81,METERS
NE,GHCND:NGM00061085,"DIFFA, NG",2021-07-19,1985-04-02,13.373,303.0,12.627,0.7431,METERS
NE,GHCND:NGM00061045,"GOURE, NG",2021-07-19,1983-05-02,13.983,460.0,10.3,0.8598,METERS
NE,GHCND:NGM00061099,"GAYA, NG",2021-07-19,1973-01-02,11.883,202.0,3.45,0.8955,METERS
NE,GHCND:NG000001080,"MARADI, NG",2021-07-19,1945-01-01,13.47,388.0,7.08,0.8787,METERS
VU,GHCND:NHM00091551,SOLA VANUA LAVA ISL,2021-07-19,1949-09-09,-13.85,18.0,167.55,0.6887,METERS
VU,GHCND:NHM00091565,"TANNA, NH",2021-07-19,1973-01-01,-19.455,5.8,169.224,0.9286,METERS
VU,GHCND:NH000091568,ANEITYUM,2021-07-19,1949-01-19,-20.233,7.0,169.767,0.7474,METERS
VU,GHCND:NH000091554,"PEKOA AIRPORT SANT, NH",2021-07-19,1973-01-01,-15.517,44.0,167.217,0.9578,METERS
VU,GHCND:NHM00091557,"PORT VILA BAUERFIELD, NH",2021-07-19,1985-07-01,-17.699,21.3,168.32,0.9826,METERS
NG,GHCND:NIM00065046,"MALLAM AMINU INTERNATIONAL, NI",2021-07-19,1943-05-01,12.048,476.1,8.525,0.1911,METERS
NG,GHCND:NIM00065082,"MAIDUGURI, NI",2021-07-15,1943-05-01,11.85,354.0,13.083,0.0523,METERS
NG,GHCND:NIM00065101,"ILORIN, NI",2021-07-19,1973-03-26,8.44,343.2,4.494,0.1392,METERS
NG,GHCND:NIM00065123,"MINNA, NI",2021-07-19,1973-03-02,9.617,260.0,6.533,0.1335,METERS
NG,GHCND:NIM00065134,"YAKUBU GOWON, NI",2021-07-18,1973-01-05,9.64,1289.9,8.869,0.0676,METERS
NG,GHCND:NIM00065167,"YOLA, NI",2021-07-13,1973-03-01,9.258,182.6,12.43,0.0282,METERS
NG,GHCND:NIM00065201,"MURTALA MUHAMMED, NI",2021-07-19,1973-02-06,6.577,41.1,3.321,0.3719,METERS
NG,GHCND:NIM00065250,"PORT HARCOURT INTERNATIONAL, NI",2021-07-19,1973-01-14,5.015,26.5,6.95,0.1688,METERS
NG,GHCND:NIM00065271,"MAKURDI, NI",2021-07-08,1973-04-06,7.704,113.1,8.614,0.0255,METERS
NG,GHCND:UVM00065505,"DEDOUGOU, NG",2021-07-19,1983-07-02,12.467,300.0,3.483,0.8588,METERS
LT,GHCND:LH000026621,"RASEINIAI, LH",2021-07-19,1959-01-01,55.383,111.0,23.117,0.5928,METERS
LR,GHCND:LIM00065660,"MONROVIA ROBERTS INTERNATIONAL, LI",2021-07-19,1942-07-06,6.234,9.4,-10.362,0.39,METERS
SK,GHCND:LO000011934,"POPRAD TATRY, LO",2021-07-19,1951-01-01,49.0667,694.0,20.2331,0.9964,METERS
SK,GHCND:LOE00105562,"HURBANOVO, LO",2021-07-19,1901-01-01,47.8667,115.0,18.1831,0.9798,METERS
SK,GHCND:LOE00116344,"KOSICE, LO",2021-07-19,1951-01-03,48.6667,230.0,21.2167,0.9981,METERS
SK,GHCND:LOM00011826,"PIESTANY, LO",2021-07-19,1973-01-01,48.617,164.0,17.833,0.9985,METERS
SK,GHCND:LOM00011903,"SLIAC, LO",2021-07-19,1952-01-03,48.65,315.0,19.15,0.5986,METERS
MO,GHCND:MCM00045011,"MACAU INTERNATIONAL, CH",2021-07-19,1952-01-01,22.15,6.1,113.592,0.8255,METERS
MD,GHCND:MD000033678,"SOROCA, MD",2021-07-19,1945-08-01,48.2,173.0,28.3,0.594,METERS
MD,GHCND:MD000033679,"CAMENCA, MD",2021-07-19,1959-07-01,48.033,154.0,28.7,0.5295,METERS
MD,GHCND:MD000033745,"BEL CY, MD",2021-07-19,1945-01-01,47.783,102.0,27.95,0.621,METERS
MD,GHCND:MD000033748,"KORNESTY, MD",2021-07-19,1959-01-02,47.333,232.0,28.083,0.5261,METERS
MD,GHCND:MD000033815,"KISINEV, MD",2021-07-19,1886-11-01,47.02,173.0,28.87,0.7969,METERS
MD,GHCND:MD000033881,"LEOVA, MD",2021-07-19,1959-01-01,46.483,156.0,28.283,0.5201,METERS
MD,GHCND:MD000033883,"KOMRAT, MD",2021-07-19,1945-06-01,46.3,133.0,28.633,0.6341,METERS
MD,GHCND:UPM00033664,"BRICENI, MD",2021-07-19,1945-04-20,48.35,261.0,27.083,0.6025,METERS
YT,GHCND:MFM00067005,"DZAOUDZI PAMANDZI, FR",2021-07-19,1973-01-02,-12.805,7.0,45.281,0.9225,METERS
MW,GHCND:MI000067693,"CHILEKA, MI",2021-07-18,1939-01-01,-15.683,767.0,34.967,0.6924,METERS
ME,GHCND:MJM00013363,"PLEVLJA, MJ",2021-06-02,1973-01-30,43.35,788.0,19.35,0.8077,METERS
ME,GHCND:MJM00013459,"NIKSIC, MJ",2021-07-19,1982-04-01,42.76,647.0,18.95,0.841,METERS
ME,GHCND:MJM00013461,BAR,2021-07-19,1982-01-02,42.1,6.0,19.08,0.5926,METERS
MK,GHCND:MK000013577,"LAZAROPOLE, MK",2021-07-17,1973-06-02,41.53,1321.0,20.7,0.5441,METERS
MK,GHCND:MKE00100915,"PRILEP, MK",2021-07-17,1948-12-31,41.3331,673.0,21.5667,0.864,METERS
MK,GHCND:MKM00013591,"STIP, MK",2021-07-17,1973-04-11,41.75,327.0,22.183,0.7323,METERS
ML,GHCND:ML000061223,"TOMBOUCTOU, ML",2021-05-07,1957-07-01,16.717,264.0,-3.0,0.6052,METERS
ML,GHCND:ML000061270,"KITA, ML",2021-07-19,1960-03-05,13.067,334.0,-9.467,0.6145,METERS
ML,GHCND:MLM00061226,"GAO, ML",2021-05-07,1957-07-01,16.248,265.2,-0.005,0.6407,METERS
ML,GHCND:MLM00061230,"NIORO DU SAHEL, ML",2021-07-19,1960-03-05,15.233,237.0,-9.35,0.6583,METERS
ML,GHCND:MLM00061233,"NARA KEIBANE, ML",2021-07-19,1978-02-01,15.167,265.0,-7.283,0.686,METERS
ML,GHCND:MLM00061235,"YELIMANE, ML",2021-07-19,1991-06-24,15.117,100.0,-10.567,0.5605,METERS
ML,GHCND:MLM00061272,"SEGOU, ML",2021-07-19,1957-07-01,13.4,289.0,-6.15,0.6851,METERS
ML,GHCND:MLM00061277,"SAN, ML",2021-07-19,1960-03-05,13.333,284.0,-4.833,0.6343,METERS
